Make,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Age
Maruti Suzuki,740000,88000,Diesel,Manual,Mohali,White,First,Individual,1248,89,200,FWD,4296.0,1695.0,1685.0,7.0,45.0,8
BMW,12500000,9500,Petrol,Automatic,Chandigarh,White,First,Individual,2998,335,450,AWD,5151.0,2000.0,1805.0,6.0,83.0,4
Hyundai,1260000,36000,Petrol,Automatic,Mumbai,Grey,First,Individual,1591,122,151,FWD,4270.0,1780.0,1665.0,5.0,55.0,7
Renault,250000,32000,Petrol,Manual,Kolkata,White,First,Individual,799,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0,8
Hyundai,975000,53300,Petrol,Automatic,Thane,Grey,First,Individual,1591,121,151,FWD,4440.0,1729.0,1475.0,5.0,45.0,7
Audi,4151000,1,Petrol,Automatic,Delhi,Black,UnRegistered Car,Individual,1984,188,320,FWD,4762.0,1847.0,1433.0,5.0,54.0,3
BMW,3250000,32005,Diesel,Automatic,Bangalore,Blue,Second,Individual,1995,184,380,RWD,4454.0,1798.0,1545.0,5.0,61.0,5
Ford,3450000,35000,Diesel,Automatic,Ludhiana,White,First,Individual,3198,197,470,AWD,4892.0,1860.0,1837.0,7.0,80.0,7
BMW,6680000,18223,Petrol,Automatic,Ahmedabad,Blue,First,Individual,1998,248,350,AWD,4708.0,1891.0,1676.0,5.0,60.0,3
Mahindra,600000,92000,Diesel,Manual,Kanpur,White,Second,Individual,1493,84,230,RWD,3995.0,1835.0,1839.0,7.0,60.0,9
Hyundai,1465000,22000,Petrol,Automatic,Mumbai,Silver,Second,Individual,1999,150,192,FWD,4570.0,1800.0,1465.0,5.0,50.0,6
Hyundai,475000,62000,Petrol,Manual,Delhi,Silver,First,Individual,1591,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0,11
Renault,1000000,4000,Petrol,Automatic,Hyderabad,White,Second,Individual,999,71,96,FWD,3991.0,1750.0,1605.0,5.0,40.0,3
Toyota,1850000,72000,Diesel,Automatic,Ludhiana,White,First,Individual,2755,172,360,RWD,4735.0,1830.0,1795.0,7.0,55.0,9
Maruti Suzuki,570000,60798,Petrol,Manual,Mumbai,White,First,Individual,1373,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0,10
Hyundai,770000,20000,Petrol,Automatic,Pune,White,First,Individual,1591,121,158,FWD,4375.0,1700.0,1475.0,5.0,43.0,9
Honda,1040000,18000,Petrol,Automatic,Delhi,Brown,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,6
Mahindra,675000,78000,Diesel,Manual,Ludhiana,White,Second,Individual,2179,120,290,RWD,4430.0,1817.0,1975.0,8.0,60.0,11
Maruti Suzuki,450000,52000,Petrol,Manual,Delhi,Silver,First,Individual,1197,85,114,FWD,3995.0,1695.0,1555.0,5.0,42.0,11
Maruti Suzuki,800000,10000,Petrol,Manual,Jalandhar,White,First,Individual,1197,89,113,FWD,3845.0,1735.0,1530.0,5.0,37.0,3
Tata,2200000,32000,Diesel,Manual,Patna,Green,First,Individual,2179,154,400,RWD,4655.0,1965.0,1922.0,7.0,63.0,4
Mahindra,1075000,138000,Diesel,Manual,Bangalore,Silver,First,Individual,2179,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0,10
Maruti Suzuki,560000,84500,Diesel,Manual,Ambala Cantt,White,Third,Individual,1248,74,190,FWD,3995.0,1735.0,1515.0,5.0,37.0,7
Hyundai,450000,47000,Petrol,Manual,Dehradun,Grey,Second,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,9
Volvo,4175000,20000,Diesel,Automatic,Delhi,White,First,Individual,1969,190,400,FWD,4963.0,1879.0,1443.0,5.0,55.0,7
MINI,5200000,0,Petrol,Automatic,Ahmedabad,Yellow,UnRegistered Car,Individual,1998,228,320,FWD,3850.0,1727.0,1414.0,4.0,44.0,3
Hyundai,810000,73000,Diesel,Manual,Pune,Red,First,Individual,1582,126,260,FWD,4440.0,1729.0,1475.0,5.0,45.0,7
Mercedes-Benz,1875000,72000,Petrol,Automatic,Mumbai,Silver,First,Individual,4663,453,700,RWD,5246.0,1899.0,1494.0,4.0,80.0,14
Honda,520000,42000,Petrol,Automatic,Delhi,White,First,Individual,1198,87,110,FWD,3955.0,1694.0,1544.0,5.0,40.0,10
Mercedes-Benz,8900000,9000,Diesel,Automatic,Delhi,Black,First,Individual,1950,241,500,AWD,4924.0,2157.0,1772.0,5.0,93.0,4
Maruti Suzuki,425000,36528,Diesel,Manual,Varanasi,Blue,Third,Individual,1248,74,190,FWD,3850.0,1695.0,1530.0,5.0,42.0,10
Maruti Suzuki,325000,30000,Petrol,Manual,Patna,Blue,First,Individual,1197,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0,13
Volvo,1950000,79000,Diesel,Automatic,Ahmedabad,White,First,Individual,2400,215,440,AWD,4644.0,1891.0,1713.0,5.0,70.0,9
BMW,5300000,15087,Diesel,Automatic,Mumbai,Blue,First,Corporate,1995,190,400,AWD,4657.0,1881.0,1678.0,5.0,67.0,6
Mahindra,950000,41000,Diesel,Manual,Patna,Blue,First,Individual,2523,75,200,RWD,4456.0,1820.0,1930.0,8.0,60.0,7
Volvo,8500000,32500,Diesel,Automatic,Ahmedabad,White,First,Individual,1969,232,480,AWD,4953.0,2008.0,1776.0,7.0,71.0,4
Audi,1975000,61000,Diesel,Automatic,Delhi,White,Second,Individual,1968,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0,10
Mercedes-Benz,4200000,85000,Diesel,Automatic,Ludhiana,Black,First,Individual,2143,201,500,AWD,4819.0,2141.0,1796.0,5.0,93.0,8
Mercedes-Benz,3500000,55000,Diesel,Automatic,Pune,Black,Second,Individual,1950,192,400,RWD,4686.0,1810.0,1442.0,5.0,66.0,6
Renault,375000,45000,Petrol,Manual,Bhubaneswar,Grey,UnRegistered Car,Individual,999,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0,8
Mercedes-Benz,1825000,58000,Diesel,Automatic,Lucknow,White,First,Individual,2143,134,300,FWD,4424.0,1804.0,1494.0,5.0,50.0,9
Mahindra,1710000,4400,Petrol,Automatic,Mumbai,Black,First,Individual,1997,150,320,AWD,3985.0,1820.0,1844.0,4.0,57.0,4
Maruti Suzuki,375000,35000,Petrol,Automatic,Delhi,Red,First,Individual,998,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0,11
Maruti Suzuki,285000,22346,Petrol,Manual,Patna,White,First,Individual,796,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,9
Mahindra,1850000,23280,Petrol,Manual,Aurangabad,Red,Second,Individual,1997,150,300,AWD,3985.0,1820.0,1920.0,6.0,57.0,4
Maruti Suzuki,621000,72000,Diesel,Manual,Mumbai,Blue,First,Individual,1248,89,200,FWD,4265.0,1695.0,1685.0,7.0,45.0,12
Mitsubishi,1475000,82000,Diesel,Automatic,Mumbai,Grey,First,Individual,2477,176,350,RWD,4695.0,1815.0,1840.0,7.0,70.0,9
Toyota,1800000,86000,Diesel,Automatic,Ludhiana,White,Second,Individual,2982,169,360,RWD,4705.0,1840.0,1850.0,7.0,80.0,10
Hyundai,399000,38000,Petrol,Manual,Kolkata,Silver,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,7
Hyundai,890000,138314,Diesel,Manual,Hyderabad,White,First,Individual,1582,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0,10
Hyundai,1325000,9900,Petrol,Automatic,Mumbai,Blue,First,Individual,1591,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0,4
Mercedes-Benz,5300000,12500,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,2148,170,410,RWD,4596.0,1770.0,1447.0,5.0,66.0,3
Mercedes-Benz,4775000,51529,Diesel,Automatic,Bangalore,White,First,Individual,1950,192,400,RWD,5063.0,1860.0,1494.0,5.0,80.0,7
Mahindra,249000,60000,Diesel,Manual,Kolkata,Red,First,Individual,1493,100,240,RWD,3985.0,1850.0,1880.0,7.0,55.0,12
Maruti Suzuki,509999,48000,Petrol,Manual,Hyderabad,White,First,Individual,998,67,90,FWD,3695.0,1600.0,1560.0,5.0,35.0,6
Jeep,1450000,90000,Diesel,Manual,Guwahati,Black,First,Individual,1956,171,350,AWD,4395.0,1818.0,1640.0,5.0,60.0,7
Maruti Suzuki,640000,63000,Diesel,Manual,Delhi,Grey,First,Individual,1598,118,320,FWD,4300.0,1765.0,1590.0,5.0,48.0,8
Maruti Suzuki,299000,65822,Diesel,Manual,Lucknow,Silver,First,Individual,793,46,125,FWD,3600.0,1600.0,1560.0,5.0,35.0,8
Maruti Suzuki,195000,102000,LPG,Manual,Nashik,White,First,Individual,1061,58,77,FWD,3520.0,1475.0,1660.0,5.0,35.0,16
Mercedes-Benz,1495000,72100,Diesel,Automatic,Mumbai,Red,Second,Individual,2987,235,490,RWD,5226.0,2120.0,1479.0,5.0,90.0,14
Porsche,14900000,7534,Petrol,Automatic,Mumbai,Blue,UnRegistered Car,Individual,2995,335,450,AWD,4918.0,1983.0,1696.0,5.0,75.0,4
Toyota,350000,34000,Petrol,Manual,Pune,Black,First,Individual,1197,80,104,FWD,3775.0,1695.0,1510.0,5.0,45.0,12
Toyota,1421000,75000,Diesel,Manual,Varanasi,White,Second,Individual,2393,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0,8
Honda,595000,99000,Petrol,Automatic,Noida,Brown,First,Individual,1199,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0,8
Maruti Suzuki,351000,42000,Diesel,Manual,Patna,White,First,Individual,1248,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0,12
Mahindra,975000,78000,Diesel,Manual,Mumbai,Silver,First,Individual,2179,140,330,AWD,4585.0,1890.0,1785.0,7.0,70.0,8
Maruti Suzuki,825000,44000,Petrol,Manual,Delhi,White,First,Individual,1462,103,138,FWD,4490.0,1730.0,1485.0,5.0,43.0,6
Tata,1050000,88757,Diesel,Manual,Indore,Blue,Second,Individual,2179,154,400,RWD,4788.0,1903.0,1791.0,6.0,60.0,8
Audi,1970000,85000,Diesel,Automatic,Chennai,Blue,Second,Individual,1968,150,340,FWD,4385.0,1831.0,1608.0,5.0,64.0,8
BMW,4100000,12136,Diesel,Automatic,Hyderabad,Blue,First,Corporate,1995,188,400,FWD,4526.0,1800.0,1420.0,5.0,50.0,5
Audi,1525000,49000,Diesel,Automatic,Mohali,Silver,First,Individual,1968,177,380,FWD,4701.0,1826.0,1427.0,5.0,63.0,10
Mercedes-Benz,4150000,6000,Petrol,Automatic,Delhi,White,First,Individual,1332,161,250,FWD,4549.0,1796.0,1446.0,5.0,43.0,4
Maruti Suzuki,725000,64000,Diesel,Manual,Kolkata,Gold,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,8
Toyota,340000,109000,Petrol,Manual,Mumbai,White,Second,Individual,1794,132,170,FWD,4540.0,1760.0,1480.0,5.0,55.0,14
Maruti Suzuki,650000,32000,Petrol,Manual,Delhi,Blue,First,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,7
Maruti Suzuki,570000,13000,Petrol,Manual,Delhi,Silver,First,Individual,1197,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0,6
Mahindra,1220000,35000,Diesel,Manual,Patna,White,First,Individual,2179,120,280,RWD,4456.0,1820.0,1995.0,7.0,60.0,5
Mahindra,800000,112000,Diesel,Manual,Muzaffurpur,Silver,First,Individual,1997,138,320,FWD,4585.0,1890.0,1785.0,7.0,70.0,8
Maruti Suzuki,660000,40000,Petrol,Automatic,Pune,Blue,First,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,8
Honda,575000,53580,Petrol,Manual,Kolkata,Gold,First,Individual,1199,89,110,FWD,3999.0,1734.0,1601.0,5.0,40.0,8
Mahindra,240000,51500,Diesel,Manual,Kolkata,Maroon,Second,Individual,1493,100,240,RWD,3985.0,1850.0,1880.0,7.0,55.0,12
Honda,950000,22000,Petrol,Manual,Noida,White,First,Individual,1497,118,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,6
Renault,419000,23700,Petrol,Manual,Mysore,Bronze,First,Individual,799,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0,8
Maruti Suzuki,750000,48069,Petrol,Automatic,Hyderabad,White,First,Individual,1197,83,115,FWD,3995.0,1695.0,1555.0,5.0,42.0,8
Audi,3400000,48000,Diesel,Automatic,Chandigarh,White,First,Individual,1968,188,400,FWD,4726.0,1842.0,1427.0,5.0,54.0,6
Skoda,1160000,47981,Diesel,Automatic,Mumbai,Black,First,Individual,1968,141,320,FWD,4659.0,1814.0,1476.0,5.0,50.0,10
Hyundai,1750000,26000,Diesel,Manual,Zirakpur,White,First,Individual,1493,113,250,FWD,4500.0,1790.0,1675.0,7.0,50.0,4
Kia,1575000,63000,Diesel,Automatic,Ahmedabad,White,First,Individual,1493,113,250,FWD,4315.0,1800.0,1645.0,5.0,50.0,5
Toyota,2811000,71500,Diesel,Automatic,Delhi,White,Second,Individual,2755,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0,6
Hyundai,475000,16630,Petrol,Manual,Mumbai,Maroon,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,9
Audi,4351000,36000,Diesel,Automatic,Pune,White,First,Individual,1968,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0,7
Honda,850000,47255,Petrol,Manual,Ahmedabad,Grey,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,8
Mahindra,1095000,50000,Diesel,Manual,Zirakpur,Maroon,First,Individual,2179,153,360,FWD,4585.0,1890.0,1785.0,7.0,70.0,7
BMW,7700000,18703,Diesel,Automatic,Chennai,White,First,Individual,2993,261,620,RWD,4963.0,1868.0,1467.0,5.0,66.0,4
Audi,5800000,7935,Petrol,Automatic,Surat,Brown,UnRegistered Car,Individual,1984,241,370,FWD,4939.0,1886.0,1457.0,5.0,73.0,4
Hyundai,1925000,9355,Petrol,Automatic,Mumbai,White,First,Individual,1497,113,144,FWD,4300.0,1790.0,1635.0,5.0,50.0,3
Renault,305000,34800,Petrol,Manual,Jamshedpur,Red,First,Individual,799,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0,7
Nissan,385000,72000,Diesel,Manual,Dehradun,Grey,Second,Individual,1461,84,200,FWD,4331.0,1822.0,1671.0,5.0,50.0,12
Skoda,500000,86288,Diesel,Manual,Hyderabad,Black,First,Individual,1598,103,250,FWD,4386.0,1699.0,1466.0,5.0,55.0,13
Honda,655000,24003,Petrol,Manual,Bangalore,Brown,First,Individual,1199,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0,8
Tata,925000,28000,Diesel,Manual,Bangalore,Red,First,Individual,1497,108,260,FWD,3994.0,1811.0,1607.0,5.0,44.0,8
Hyundai,690000,65000,Diesel,Manual,Ahmedabad,White,First,Individual,1396,89,220,FWD,3985.0,1734.0,1505.0,5.0,45.0,8
Mahindra,1500000,75000,Diesel,Manual,Kota,White,First,Individual,2179,153,360,FWD,4585.0,1890.0,1785.0,7.0,70.0,6
Maruti Suzuki,625000,45000,Diesel,Manual,Gurgaon,Grey,Second,Individual,1248,89,200,FWD,4265.0,1695.0,1685.0,7.0,45.0,10
Hyundai,844999,71000,Diesel,Manual,Gurgaon,White,Second,Individual,1582,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0,7
Honda,745000,54000,Petrol,Automatic,Kolkata,Silver,First,Individual,1497,117,145,FWD,4453.0,1735.0,1666.0,7.0,42.0,7
Mahindra,650000,49776,Diesel,Automatic,Mumbai,White,First,Individual,1493,84,230,RWD,3995.0,1835.0,1839.0,7.0,60.0,10
Maruti Suzuki,640000,61000,Diesel,Manual,Kanpur,Maroon,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,8
Volvo,2050000,68000,Diesel,Automatic,Mumbai,White,Second,Corporate,1984,150,350,FWD,4370.0,1783.0,1458.0,5.0,60.0,8
Maruti Suzuki,395000,47884,Petrol,Automatic,Pune,Red,First,Individual,998,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0,11
Skoda,1390000,56000,Petrol,Automatic,Navi Mumbai,White,First,Individual,1798,177,250,FWD,4670.0,1814.0,1476.0,5.0,50.0,8
Honda,365000,58424,Petrol,Manual,Hyderabad,Gold,First,Individual,1497,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0,15
Hyundai,451000,55000,Diesel,Manual,Ahmedabad,White,First,Individual,1120,71,180,FWD,3995.0,1660.0,1520.0,5.0,43.0,8
Toyota,2150000,45000,Diesel,Automatic,Mumbai,Grey,First,Individual,2755,172,360,RWD,4735.0,1830.0,1795.0,7.0,55.0,8
Skoda,880000,47000,Petrol,Manual,Coimbatore,White,First,Individual,1598,104,153,FWD,4386.0,1699.0,1466.0,5.0,55.0,7
Hyundai,1180000,38000,Petrol,Automatic,Bangalore,White,First,Individual,1591,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0,6
Maruti Suzuki,285000,17000,Petrol,Manual,Lucknow,White,First,Individual,796,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,9
Hyundai,925000,925000,Diesel,Manual,Karnal,White,First,Individual,1582,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0,7
Ford,675000,35000,Diesel,Manual,Bhopal,White,First,Individual,1498,99,215,FWD,3995.0,1704.0,1525.0,5.0,40.0,6
MINI,2500000,34303,Diesel,Automatic,Bangalore,Yellow,Second,Individual,1496,114,270,FWD,3982.0,1727.0,1425.0,5.0,44.0,10
Audi,3675000,34000,Diesel,Automatic,Ghaziabad,Black,First,Individual,1968,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0,6
Hyundai,2400000,8000,Diesel,Automatic,Hyderabad,White,First,Individual,1493,113,250,FWD,4500.0,1790.0,1675.0,7.0,50.0,3
Kia,1300000,27000,Diesel,Manual,Jaipur,Silver,First,Individual,1493,113,250,FWD,4315.0,1800.0,1645.0,5.0,50.0,5
Hyundai,825000,6600,Petrol,Automatic,Hyderabad,Blue,First,Individual,1197,82,114,FWD,3805.0,1680.0,1520.0,5.0,37.0,4
Toyota,899000,125000,Diesel,Manual,Mumbai,Silver,Third,Individual,2494,101,200,RWD,4585.0,1765.0,1760.0,8.0,55.0,10
Maruti Suzuki,409999,13424,Petrol,Manual,Ranga Reddy,Silver,First,Individual,796,47,69,FWD,3445.0,1515.0,1475.0,5.0,35.0,4
Maruti Suzuki,289000,78000,CNG,Manual,Mumbai,White,First,Individual,796,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,10
Maruti Suzuki,280000,69276,Petrol,Manual,Hyderabad,Gold,First,Individual,998,67,90,FWD,3620.0,1475.0,1460.0,5.0,35.0,14
Hyundai,811999,31000,Diesel,Manual,Kolkata,White,First,Individual,1582,126,260,FWD,4440.0,1729.0,1475.0,5.0,45.0,8
BMW,5400000,33000,Diesel,Automatic,Bangalore,White,Second,Individual,2993,261,620,RWD,4936.0,1868.0,1479.0,4.0,78.0,8
Volkswagen,625000,54000,Diesel,Manual,Bangalore,Grey,First,Individual,1498,89,230,FWD,3971.0,1682.0,1469.0,5.0,45.0,11
Maruti Suzuki,725000,75000,Diesel,Manual,Ambala Cantt,White,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,8
BMW,4195000,63651,Diesel,Automatic,Bangalore,White,First,Individual,1995,190,400,AWD,4657.0,1881.0,1678.0,5.0,67.0,8
Audi,1450000,71796,Diesel,Automatic,Bangalore,Blue,Third,Individual,1968,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,11
Nissan,425000,74000,Diesel,Manual,Gurgaon,Silver,Second,Individual,1461,84,200,FWD,4331.0,1822.0,1671.0,5.0,50.0,11
Hyundai,250000,82461,Petrol,Manual,Hyderabad,Red,First,Individual,814,55,75,FWD,3495.0,1550.0,1500.0,5.0,32.0,12
Maruti Suzuki,800000,66000,Diesel,Manual,Pune,Gold,First,Individual,1248,74,190,FWD,3995.0,1735.0,1515.0,5.0,37.0,7
Mahindra,875000,87000,Diesel,Manual,Varanasi,White,First,Individual,2179,120,280,RWD,4456.0,1820.0,1995.0,8.0,60.0,10
Mercedes-Benz,2275000,61109,Diesel,Automatic,Bangalore,Brown,Second,Individual,2143,134,300,FWD,4424.0,1804.0,1494.0,5.0,50.0,9
Tata,525000,32000,Petrol,Manual,Noida,Bronze,First,Individual,1199,84,114,FWD,3793.0,1665.0,1587.0,5.0,35.0,6
Mercedes-Benz,20000000,6600,Petrol,Automatic,Delhi,White,First,Individual,2996,362,500,RWD,5246.0,1899.0,1494.0,5.0,80.0,4
Mahindra,1520000,14000,Petrol,Manual,Delhi,Brown,First,Individual,1997,150,300,AWD,3985.0,1820.0,1844.0,4.0,57.0,4
Hyundai,170000,135797,Petrol,Manual,Lucknow,Silver,Second,Individual,1086,67,99,FWD,3565.0,1595.0,1550.0,5.0,35.0,16
Ford,3300000,42475,Diesel,Automatic,Pune,Silver,First,Individual,3198,197,470,AWD,4903.0,1869.0,1837.0,7.0,80.0,6
Maruti Suzuki,575000,27239,Petrol,Automatic,Bangalore,Orange,First,Individual,998,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0,7
Chevrolet,190000,66000,Petrol,Manual,Lucknow,White,First,Individual,995,62,90,FWD,3495.0,1495.0,1518.0,5.0,38.0,12
Hyundai,755000,2272,Petrol,Manual,Hyderabad,White,First,Individual,1197,82,114,FWD,3805.0,1680.0,1520.0,5.0,37.0,3
Honda,1130000,50000,Petrol,Automatic,Mumbai,Brown,First,Individual,1997,154,190,FWD,4545.0,1820.0,1685.0,5.0,58.0,10
Maruti Suzuki,610000,38674,Petrol,Manual,Navi Mumbai,Red,First,Individual,1197,83,115,FWD,3995.0,1695.0,1555.0,5.0,42.0,8
Audi,1875000,40000,Diesel,Automatic,Delhi,White,First,Individual,1968,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,9
Maruti Suzuki,480000,14000,CNG,Manual,Mohali,Grey,First,Individual,796,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,4
Renault,365000,32000,Petrol,Manual,Mumbai,Brown,First,Individual,999,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0,6
Ford,745000,82000,Diesel,Manual,Jaipur,White,First,Individual,1498,99,205,FWD,3999.0,1765.0,1708.0,5.0,52.0,8
Mercedes-Benz,1150000,52000,Petrol,Automatic,Delhi,Silver,Second,Individual,1595,120,200,FWD,4359.0,2010.0,1557.0,5.0,50.0,12
Hyundai,200000,56000,Diesel,Manual,Delhi,White,Third,Individual,1120,71,180,FWD,3995.0,1660.0,1520.0,5.0,43.0,11
Honda,775000,42000,Petrol,Automatic,Mumbai,Brown,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,9
Hyundai,860000,57983,Petrol,Manual,Mumbai,White,First,Individual,1591,122,154,FWD,4270.0,1780.0,1630.0,5.0,60.0,9
Audi,2089999,15600,Petrol,Automatic,Lucknow,White,First,Corporate,1395,148,250,FWD,4456.0,1796.0,1416.0,5.0,50.0,7
Hyundai,1100000,26000,Diesel,Manual,Patna,White,First,Individual,1582,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0,6
Mercedes-Benz,18500000,5000,Diesel,Automatic,Pune,White,UnRegistered Car,Individual,2925,282,600,RWD,5246.0,1899.0,1494.0,5.0,70.0,4
Maruti Suzuki,260000,90000,Diesel,Manual,Chandigarh,White,Second,Individual,1248,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0,14
Mercedes-Benz,2690000,43323,Diesel,Automatic,Chandigarh,Silver,Second,Individual,2143,204,500,RWD,4879.0,1854.0,1474.0,5.0,80.0,9
Skoda,1400000,94182,Diesel,Automatic,Kanpur,Grey,First,Individual,1968,141,320,FWD,4670.0,1814.0,1476.0,5.0,50.0,5
Hyundai,515000,3395,Petrol,Manual,Ludhiana,Others,First,Individual,1086,68,99,FWD,3610.0,1645.0,1560.0,5.0,35.0,3
Maruti Suzuki,600000,53213,Diesel,Manual,Patna,White,First,Individual,1248,89,200,FWD,4265.0,1695.0,1685.0,7.0,45.0,11
Ford,2000000,93000,Diesel,Automatic,Ahmedabad,White,First,Individual,3198,197,470,AWD,4892.0,1860.0,1837.0,7.0,80.0,8
Jaguar,2850000,45000,Diesel,Automatic,Dehradun,White,First,Individual,1999,177,430,RWD,4795.0,1967.0,1416.0,5.0,56.0,7
Toyota,3200000,110000,Diesel,Automatic,Chandigarh,Grey,First,Individual,2755,174,450,AWD,4795.0,1855.0,1835.0,7.0,80.0,8
Toyota,1075000,70000,Petrol,Manual,Delhi,White,First,Individual,1798,138,173,FWD,4620.0,1775.0,1475.0,5.0,55.0,9
Tata,575000,40000,Petrol,Manual,Kolkata,White,First,Individual,1199,85,113,FWD,3990.0,1755.0,1523.0,5.0,37.0,5
Volvo,3950000,52000,Diesel,Automatic,Bangalore,White,First,Individual,1969,190,400,AWD,4425.0,1863.0,1652.0,5.0,54.0,7
Maruti Suzuki,750000,6200,Petrol,Manual,Mumbai,Blue,First,Individual,1462,103,138,FWD,4490.0,1730.0,1485.0,5.0,43.0,6
Honda,755000,75650,Diesel,Manual,Thane,White,First,Individual,1498,99,200,FWD,3999.0,1734.0,1601.0,5.0,40.0,8
Hyundai,190000,60000,Petrol,Manual,Roorkee,White,Third,Individual,1197,80,111,FWD,3565.0,1595.0,1550.0,5.0,35.0,15
Maruti Suzuki,425000,89000,Diesel,Manual,Lucknow,White,First,Individual,1248,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0,11
Maruti Suzuki,390000,56000,CNG,Manual,Ahmedabad,White,First,Individual,796,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,6
Hyundai,855000,57000,Diesel,Manual,Bangalore,Grey,Second,Individual,1582,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0,8
Hyundai,225000,56000,Petrol,Manual,Meerut,Grey,First,Individual,814,55,75,FWD,3495.0,1550.0,1500.0,5.0,32.0,13
Audi,2425000,60000,Diesel,Automatic,Mumbai,White,First,Individual,1968,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0,9
Mahindra,1270000,61805,Diesel,Manual,Guwahati,White,First,Individual,2179,140,320,RWD,4456.0,1820.0,1995.0,7.0,60.0,6
Maruti Suzuki,325000,58000,CNG,Manual,Delhi,Red,Second,Individual,998,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0,11
Tata,750000,33000,Petrol,Manual,Delhi,Silver,First,Individual,1198,108,170,FWD,3994.0,1811.0,1607.0,5.0,44.0,6
Maruti Suzuki,450000,48000,Petrol,Automatic,Mumbai,Silver,First,Individual,998,67,90,FWD,3695.0,1600.0,1560.0,5.0,35.0,11
MG,1710000,12400,Diesel,Manual,Mohali,Grey,First,Individual,1956,169,350,FWD,4655.0,1835.0,1760.0,5.0,60.0,5
Hyundai,871000,64000,Diesel,Manual,Ahmedabad,White,First,Individual,1582,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0,10
Maruti Suzuki,625000,18000,CNG,Manual,Delhi,Silver,First,Individual,998,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0,4
Mahindra,495000,53376,Diesel,Manual,Bangalore,Orange,First,Individual,1198,77,190,FWD,3675.0,1715.0,1655.0,6.0,35.0,9
Honda,600000,70000,Diesel,Manual,Kanpur,Silver,First,Individual,1498,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0,9
